name,district,votenumber,party,age,occupation,education,page,oik,nat,lib,segment
Jonna Heikkilä,04 Satakunnan vaalipiiri,90,Kansallinen Kokoomus,38,Luokanopettaja,,http://www.jonnaheikkila.fi,1.1131655629,-0.3039313409,-0.2334649086,Markkinaliberaalit
Eero Suutari,12 Oulun vaalipiiri,110,Kansallinen Kokoomus,58,Kansanedustaja,korkeakoulututkinto ,http://www.eerosuutari.fi,1.116737756,0.1196745041,-0.9165322756,Konservatiivit
Sari Sarkomaa,01 Helsingin vaalipiiri,63,Kansallinen Kokoomus,49,kansanedustaja,korkeakoulututkinto ,http://www.sarisarkomaa.fi,1.1201894972,-0.3658556933,-1.2632403049,Markkinaliberaalit
Heikki Autto,13 Lapin vaalipiiri,63,Kansallinen Kokoomus,30,kansanedustaja,korkeakoulututkinto ,http://www.heikkiautto.fi,1.1320926664,0.0836750488,-0.8372905627,Konservatiivit
Jarmo Nieminen,01 Helsingin vaalipiiri,55,Kansallinen Kokoomus,55,yrittäjä,korkeakoulututkinto ,http://www.jarmonieminen.fi,1.1380668928,0.2117734168,0.2858185889,Konservatiivit
Heli Hjälm,09 Savo-Karjalan vaalipiiri,113,Kansallinen Kokoomus,48,Luokanopettaja,korkeakoulututkinto ,http://www.helihjalm.fi,1.1387599417,0.0486970429,-0.2279928241,Konservatiivit
Sari Niinistö,06 Hämeen vaalipiiri,14,Kansallinen Kokoomus,45,kouluttaja,joku muu,http://www.sariniinisto.fi,1.1397078776,-0.4104860526,-0.9099022425,Konservatiivit
Terhi Koulumies,01 Helsingin vaalipiiri,51,Kansallinen Kokoomus,44,Työllistän itseni vuokraamalla asuntoja,korkeakoulututkinto ,http://www.terhikoulumies.fi,1.1622791439,0.0252467151,0.0147079447,Konservatiivit
Olli-Pekka Karjalainen,10 Vaasan vaalipiiri,97,Kansallinen Kokoomus,35,Projektipäällikkö,korkeakoulututkinto ,http://www.opkarjalainen.fi,1.1716439804,0.149630941,-0.6623305068,Konservatiivit
Titta Andersson-Bohren,06 Hämeen vaalipiiri,7,Kansallinen Kokoomus,30,yhteiskuntatieteiden maisteri & kaupunginvaltuutettu,korkeakoulututkinto ,http://www.tittaab.fi,1.1807774874,-0.7138807943,-0.1933395863,Markkinaliberaalit
Milla Kynkäänniemi,12 Oulun vaalipiiri,102,Kansallinen Kokoomus,37,Vanhempi rikoskonstaapeli,joku muu,http://www.millakynkaanniemi.fi,1.1856201789,0.0507435267,-0.6910848952,Konservatiivit
Mika Ollila,07 Pirkanmaan vaalipiiri,110,Kansallinen Kokoomus,53,varatuomari,korkeakoulututkinto ,http://www.mikaollila.fi,1.188428771,0.6409549485,-0.3072966574,Markkinaliberaalit
Ilkka Kanerva,03 Varsinais-Suomen vaalipiiri,22,Kansallinen Kokoomus,67,Kansanedustaja,korkeakoulututkinto ,http://www.ike.fi,1.1908799594,0.0424182603,-0.6603680132,Markkinaliberaalit
Juha Hänninen,12 Oulun vaalipiiri,99,Kansallinen Kokoomus,55,Kapteeni evp & liikunnanohjaaja AMK & Teologian maisteri.,korkeakoulututkinto ,http://Juhahanninen.fi,1.1924360708,0.2352560796,-0.4483201969,Markkinaliberaalit
Aulikki Sihvonen,09 Savo-Karjalan vaalipiiri,123,Kansallinen Kokoomus,51,leikkaus- ja anestesiasairaanhoitaja,ylioppilas ,http://www.aulikki.fi,1.1934324656,-0.1422402433,-0.4109877616,Markkinaliberaalit
Marko  Heinonen,10 Vaasan vaalipiiri,95,Kansallinen Kokoomus,44,myyntipäällikkö & hallintotieteiden ylioppilas,ammattitutkinto ,http://www.markoheinonen.fi,1.2190571804,0.596861687,-0.1056215776,Markkinaliberaalit
Mika Sinuhe Wallinheimo,11 Keski-Suomen vaalipiiri,45,Kansallinen Kokoomus,43,Kansanedustaja,korkeakoulututkinto ,http://www.sinuhewallinheimo.fi,1.219252061,-0.2705502591,-0.7286397982,Konservatiivit
Jyrki Hyttinen,08 Kaakkois-Suomen vaalipiiri,23,Kansallinen Kokoomus,52,Toimitusjohtaja omassa yrityksessä,korkeakoulututkinto ,http://www.jyrkihyttinen.fi,1.2276483006,-0.8651875494,-0.4137107546,Markkinaliberaalit
Saara-Sofia  Sirén,03 Varsinais-Suomen vaalipiiri,28,Kansallinen Kokoomus,28,projektikoordinaattori,korkeakoulututkinto ,http://www.saarasofia.fi,1.2385416055,-0.2994428017,0.5789645842,Markkinaliberaalit
Leena Kurikka,10 Vaasan vaalipiiri,99,Kansallinen Kokoomus,53,yrittäjä & maatalousyrittäjä & toimittaja & homeopaatti,korkeakoulututkinto ,http://leenakurikka.com,1.2450452571,0.2314558792,-0.5202821265,Markkinaliberaalit
Ahti Weijo,11 Keski-Suomen vaalipiiri,46,Kansallinen Kokoomus,40,Maa- ja metsätalousyrittäjä,korkeakoulututkinto ,http://www.ahtiweijo.fi,1.2657297795,-0.5611646632,-0.9326614912,Markkinaliberaalit
Tuula Mustonen,12 Oulun vaalipiiri,104,Kansallinen Kokoomus,58,fysioterapeutti,,http://www.tuulamustonen.fi,1.2675556866,-0.6195673039,-0.310455325,Markkinaliberaalit
Markko Rothström,09 Savo-Karjalan vaalipiiri,121,Kansallinen Kokoomus,47,Yrittäjä &,,http://markkorothstrom.fi,1.274623149,0.3018744545,-0.5055016214,Markkinaliberaalit
Marika Kirjavainen,08 Kaakkois-Suomen vaalipiiri,25,Kansallinen Kokoomus,46,Kalastusalan yrittäjä,korkeakoulututkinto ,http://www.marikakirjavainen.fi,1.2914331803,0.2733168993,-0.505252431,Markkinaliberaalit
Petri Salo,10 Vaasan vaalipiiri,106,Kansallinen Kokoomus,55,Ent. kansanedustaja & vanhempi konstaapeli,ammattitutkinto ,http://www.petrisalo.fi,1.2955688147,0.5744446014,-0.8014377383,Konservatiivit
Timo Heinonen,06 Hämeen vaalipiiri,9,Kansallinen Kokoomus,40,kansanedustaja,korkeakoulututkinto ,http://www.timoheinonen.fi,1.2973746766,0.1129824676,-0.2894370303,Markkinaliberaalit
Kimmo Vepsä,04 Satakunnan vaalipiiri,100,Kansallinen Kokoomus,51,rehtori,korkeakoulututkinto ,http://www.kimmovepsa.fi,1.3178886831,0.0571307531,-0.4824324375,Markkinaliberaalit
Pekka Majuri,01 Helsingin vaalipiiri,53,Kansallinen Kokoomus,65,eversti evp,korkeakoulututkinto ,http://www.pekkamajuri.fi,1.3263737654,-0.0179657394,-0.5984756875,Markkinaliberaalit
Pia Kauma,02 Uudenmaan vaalipiiri,302,Kansallinen Kokoomus,48,Kansanedustaja & toimitusjohtaja (toimivapaalla),korkeakoulututkinto ,http://www.piakauma.fi,1.3356044148,0.1563827598,-1.1256084983,Markkinaliberaalit
Merja Vahter,06 Hämeen vaalipiiri,19,Kansallinen Kokoomus,61,kauppias & kouluttaja,joku muu,http://www.merjavahter.fi,1.3523245022,0.0042365194,-0.2146763517,Markkinaliberaalit
Kari Tolvanen,02 Uudenmaan vaalipiiri,322,Kansallinen Kokoomus,53,Kansanedustaja & virkavapaalla oleva rikosylikomisario & Mielenterveyden keskusliiton puheenjohtaja,ylioppilas ,http://www.karitolvanen.fi,1.3565505984,0.3399316257,-1.0267735174,Markkinaliberaalit
Eero Aho,08 Kaakkois-Suomen vaalipiiri,19,Kansallinen Kokoomus,31,Ylipalomies,,https://www.facebook.com/eduskuntavaaliehdokas,1.357293482,1.6687643838,-0.3419578357,Nationalistikonservatiivit
Mikael Palola,11 Keski-Suomen vaalipiiri,41,Kansallinen Kokoomus,39,Kansanedustaja & sote-kuntayhtymän johtaja (virkavap.),korkeakoulututkinto ,http://www.mikaelpalola.fi,1.3639013045,-0.3312517213,-1.2582373809,Konservatiivit
Eija-Riitta Korhola,01 Helsingin vaalipiiri,50,Kansallinen Kokoomus,55,tutkija & toimittaja,korkeakoulututkinto ,http://ww.korhola.fi,1.3719978272,-0.4300016138,-1.2160016803,Konservatiivit
Nelli Berg-Väänänen,09 Savo-Karjalan vaalipiiri,109,Kansallinen Kokoomus,29,Sairaanhoitaja & KYS vastasyntyneiden teho-osasto,ammattitutkinto ,http://www.nelli2015.fi,1.3735923217,-0.5694244254,0.2607716884,Markkinaliberaalit
"Marko ""Fobba"" Forss",08 Kaakkois-Suomen vaalipiiri,20,Kansallinen Kokoomus,39,Ylikonstaapeli/Nettipoliisi,ammattitutkinto ,http://www.fobba.fi,1.3823916759,0.9811888738,-0.4180284468,Markkinaliberaalit
Marja-Leena Alho,04 Satakunnan vaalipiiri,87,Kansallinen Kokoomus,53,johtava ylilääkäri,korkeakoulututkinto ,http://www.marjaleenaalho.fi,1.3840761408,-0.3907909658,-0.2613220114,Markkinaliberaalit
Atte Kaleva,02 Uudenmaan vaalipiiri,301,Kansallinen Kokoomus,36,Upseeri evp.,korkeakoulututkinto ,http://www.attekaleva.fi/,1.3850245491,0.3562899877,-0.4050991179,Markkinaliberaalit
Tapani Ruokanen,01 Helsingin vaalipiiri,59,Kansallinen Kokoomus,63,journalisti ja pappi,korkeakoulututkinto ,http://ruokanen.fi/vaalit/,1.3917763859,-0.9203492465,0.3536439117,Markkinaliberaalit
Outi Ervasti,12 Oulun vaalipiiri,96,Kansallinen Kokoomus,51,Äidinkielen ja kirjallisuuden lehtori,korkeakoulututkinto ,http://www.outiervasti.fi,1.3937885099,-0.7504753975,-0.5867086585,Markkinaliberaalit
Lenita Toivakka,08 Kaakkois-Suomen vaalipiiri,32,Kansallinen Kokoomus,53,kansanedustaja,korkeakoulututkinto ,http://www.lenitatoivakka.fi,1.3961695769,-0.6002785103,-0.3038744979,Markkinaliberaalit
Fatbardhe Hetemaj,01 Helsingin vaalipiiri,48,Kansallinen Kokoomus,29,Business manager,korkeakoulututkinto ,http://www.hetemaj.fi,1.4019232919,-0.5819708822,0.6115773834,Markkinaliberaalit
Pauliina Holm,11 Keski-Suomen vaalipiiri,36,Kansallinen Kokoomus,40,koulutuspäällikkö,korkeakoulututkinto ,http://www.pauliina.holm.fi,1.4057290788,0.1824015137,0.0437012521,Markkinaliberaalit
Mia Välimäki,02 Uudenmaan vaalipiiri,327,Kansallinen Kokoomus,29,Master of Arts in European Studies & tiedottaja,korkeakoulututkinto ,http://miavalimaki.fi/,1.4083233944,-0.3535154484,-0.2387992241,Markkinaliberaalit
Sirpa Pii-Keinonen,11 Keski-Suomen vaalipiiri,42,Kansallinen Kokoomus,45,Matkailu- ja Ravitsemisalan yrittäjä,ammattitutkinto ,http://www.sirpapiikeinonen.fi,1.4200615341,0.5478739557,-0.2272521125,Markkinaliberaalit
Laura Räty,01 Helsingin vaalipiiri,61,Kansallinen Kokoomus,37,Lääkäri & sosiaali- ja terveysministeri,korkeakoulututkinto ,http://www.xn--laurarty-5za.fi/,1.4231545865,-0.0164241863,0.1290118845,Markkinaliberaalit
Paula Kylä-Harakka,08 Kaakkois-Suomen vaalipiiri,27,Kansallinen Kokoomus,37,Kaakkois-Suomen Kokoomuksen toiminnanjohtaja,korkeakoulututkinto ,http://www.paulakylaharakka.fi,1.4358729255,-0.3590164666,-1.11449981,Markkinaliberaalit
Sara Tuisku,13 Lapin vaalipiiri,76,Kansallinen Kokoomus,32,luokanopettaja,korkeakoulututkinto ,http://www.saratuisku.com,1.4378174644,0.4119254004,-0.337953401,Markkinaliberaalit
Mia Laiho,02 Uudenmaan vaalipiiri,306,Kansallinen Kokoomus,45,Päivystystoimintojen johtajalääkäri,korkeakoulututkinto ,http://www.mialaiho.net,1.4379650174,0.0137334303,-0.7516577578,Markkinaliberaalit
Anne-Mari Virolainen,03 Varsinais-Suomen vaalipiiri,32,Kansallinen Kokoomus,49,Kansanedustaja,korkeakoulututkinto ,http://www.annemarivirolainen.fi,1.4388704004,0.3507244972,-0.6563140883,Markkinaliberaalit
Caius Forsberg,11 Keski-Suomen vaalipiiri,34,Kansallinen Kokoomus,31,junioripäällikkö & liikuntatieteiden opiskelija,ylioppilas ,http://www.caius.fi,1.440605177,-0.8321463875,-0.0081372144,Markkinaliberaalit
Laura Kiijärvi,02 Uudenmaan vaalipiiri,303,Kansallinen Kokoomus,26,arkkitehti,korkeakoulututkinto ,http://www.kiijarvi.fi,1.4454639452,0.0621342958,0.3844628839,Markkinaliberaalit
Juha Haapakoski,03 Varsinais-Suomen vaalipiiri,20,Kansallinen Kokoomus,59,Toimitusjohtaja,ammattitutkinto ,http://www.juhahaapakoski.fi,1.4516571642,-0.1475010363,-0.8378838294,Markkinaliberaalit
Sari Rautio,06 Hämeen vaalipiiri,15,Kansallinen Kokoomus,46,kehityspäällikkö,ammattitutkinto ,http://www.sarirautio.fi,1.4579110796,-0.6975650536,-0.1168313304,Markkinaliberaalit
Sanna Vauranoja,03 Varsinais-Suomen vaalipiiri,30,Kansallinen Kokoomus,37,Yrittäjä & diplomi-insinööri,korkeakoulututkinto ,http://www.sannavauranoja.fi,1.4611113819,0.104446721,0.5523212604,Markkinaliberaalit
Markku Eestilä,09 Savo-Karjalan vaalipiiri,110,Kansallinen Kokoomus,58,kansanedustaja & eläinlääkäri,korkeakoulututkinto ,http://www.eestila.fi,1.469950925,0.5963024435,-0.3526363265,Markkinaliberaalit
Ilkka Viljanen,06 Hämeen vaalipiiri,20,Kansallinen Kokoomus,54,Yrittäjä & kaupunginhallituksen puheenjohtaja,ammattitutkinto ,http://www.ilkkaviljanen.fi,1.4728905931,0.2886081966,-0.7092210471,Markkinaliberaalit
Ilmari Heinonen,10 Vaasan vaalipiiri,94,Kansallinen Kokoomus,65,arkkitehti & kaupunkisuunnittelija,korkeakoulututkinto ,http://ilmariheinonen.fi,1.4862152512,-1.0124976335,-0.7315766334,Markkinaliberaalit
Tuomo Juntikka,13 Lapin vaalipiiri,68,Kansallinen Kokoomus,67,DI,korkeakoulututkinto ,http://www.tuomojuntikka.fi,1.487968245,0.0280788991,-0.9479066402,Markkinaliberaalit
Sanna Lauslahti,02 Uudenmaan vaalipiiri,307,Kansallinen Kokoomus,49,Kansanedustaja,korkeakoulututkinto ,http://www.lauslahti.net,1.5063047884,0.0441021621,0.0246267726,Markkinaliberaalit
Hanna Saari,12 Oulun vaalipiiri,109,Kansallinen Kokoomus,48,Matkailuyrittäjä,ammattitutkinto ,http://www.hannasaari.com,1.5080595125,-1.0395748762,-0.787031186,Markkinaliberaalit
Mari-Leena  Talvitie,12 Oulun vaalipiiri,112,Kansallinen Kokoomus,34,Ympäristötekniikan DI,korkeakoulututkinto ,http://www.mari-leena.net,1.5094092301,0.0923860965,-0.4647305874,Markkinaliberaalit
Tuomas Telkkä,08 Kaakkois-Suomen vaalipiiri,30,Kansallinen Kokoomus,30,DI & elinkeinopolitiikan asiantuntija,korkeakoulututkinto ,http://www.tuomas2015.fi,1.5142017431,0.0286992679,-0.393259735,Markkinaliberaalit
Juha Hakola,01 Helsingin vaalipiiri,46,Kansallinen Kokoomus,47,Helsingin poliisin ylikomisario & viestintäjohtaja ja kaupunginvaltuutettu,korkeakoulututkinto ,http://www.juhahakola.fi,1.5152052246,0.606156907,-0.7839711454,Markkinaliberaalit
Kristiina Hämäläinen,06 Hämeen vaalipiiri,10,Kansallinen Kokoomus,36,Sairaanhoitaja (YAMK),korkeakoulututkinto ,http://www.kristiinahamalainen.fi,1.5415081898,0.5607878196,0.0114865668,Markkinaliberaalit
Heikki Vestman,02 Uudenmaan vaalipiiri,325,Kansallinen Kokoomus,29,Lakimies,korkeakoulututkinto ,http://www.heikkivestman.fi,1.5460546838,0.034698786,-0.9004977811,Markkinaliberaalit
Anu Urpalainen,08 Kaakkois-Suomen vaalipiiri,34,Kansallinen Kokoomus,48,kansanedustaja,korkeakoulututkinto ,http://www.urpalainenanu.fi,1.5544607586,0.34211996,-0.3622358538,Markkinaliberaalit
Kari Kähkönen,04 Satakunnan vaalipiiri,95,Kansallinen Kokoomus,47,rehtori,korkeakoulututkinto ,http://www.karikahkonen.fi,1.5632560346,-0.0489380394,-0.1961421756,Markkinaliberaalit
Anssi Törmälä,09 Savo-Karjalan vaalipiiri,124,Kansallinen Kokoomus,35,Seurakuntapastori,korkeakoulututkinto ,http://www.anssitormala.fi,1.5793775166,0.0560724583,0.1924024812,Markkinaliberaalit
Jaana Pelkonen,01 Helsingin vaalipiiri,57,Kansallinen Kokoomus,38,Kansanedustaja & yrittäjä,korkeakoulututkinto ,http://www.jaanapelkonen.com,1.581972525,-0.0083836255,-0.2203798777,Markkinaliberaalit
Harri  Salonen,10 Vaasan vaalipiiri,107,Kansallinen Kokoomus,63,sydänkirurgi & lääkäri-yrittäjä,korkeakoulututkinto ,http://www.harrisalonen.fi,1.5852604349,-0.3658897661,-0.9700634014,Markkinaliberaalit
Anne Help,09 Savo-Karjalan vaalipiiri,112,Kansallinen Kokoomus,41,Hoivakotien johtaja,joku muu,http://annehelp.blogspot.fi/,1.5918465357,-0.4869601401,-0.0199260936,Markkinaliberaalit
Kari Hannus,04 Satakunnan vaalipiiri,89,Kansallinen Kokoomus,62,Apulaiskaupunginjohtaja,korkeakoulututkinto ,http://www.karihannus.fi,1.602334291,-0.4501083177,-1.0828113569,Markkinaliberaalit
Kalle Jokinen,06 Hämeen vaalipiiri,12,Kansallinen Kokoomus,53,kansanedustaja,ammattitutkinto ,http://www.kallejokinen.fi,1.6232985619,0.795255099,-0.130840751,Markkinaliberaalit
Sanni Grahn-Laasonen,06 Hämeen vaalipiiri,8,Kansallinen Kokoomus,31,Ympäristöministeri & kansanedustaja,korkeakoulututkinto ,http://sannigrahnlaasonen.fi,1.6329076411,-0.490045456,-0.0884616624,Markkinaliberaalit
Toni Vanhala ,08 Kaakkois-Suomen vaalipiiri,35,Kansallinen Kokoomus,40,Kansainvälisten asiain päällikkö,korkeakoulututkinto ,http://www.tonivanhala.fi,1.6346477201,-0.2854079369,-0.476363637,Markkinaliberaalit
Tapani Ala-Reinikka,02 Uudenmaan vaalipiiri,294,Kansallinen Kokoomus,73,rehtori,,,1.6538209674,0.0742802829,-0.6656536751,Markkinaliberaalit
Matias Marttinen,04 Satakunnan vaalipiiri,97,Kansallinen Kokoomus,24,Eduskuntaryhmän tiedotussihteeri,korkeakoulututkinto ,http://www.matiasmarttinen.fi,1.6617876626,-0.3497163838,-0.6609100452,Markkinaliberaalit
Elias Erämaja,02 Uudenmaan vaalipiiri,296,Kansallinen Kokoomus,26,Ekonomisti,korkeakoulututkinto ,http://www.eliaseramaja.fi,1.6691428089,-0.4113867788,0.4394567761,Markkinaliberaalit
Outi Penttinen,12 Oulun vaalipiiri,106,Kansallinen Kokoomus,39,Optikkoyrittäjä,joku muu,http://www.outipenttinen.fi,1.6784927206,0.9060967831,-0.46600272,Markkinaliberaalit
Matti Parpala,01 Helsingin vaalipiiri,56,Kansallinen Kokoomus,28,hallituksen puheenjohtaja & vt. toimitusjohtaja,korkeakoulututkinto ,http://www.mattiparpala.fi,1.7083948205,-1.189083582,0.599762709,Markkinaliberaalit
Tuija Sundberg,02 Uudenmaan vaalipiiri,321,Kansallinen Kokoomus,41,Puolustusvoimien asessori (lakiasianjohtaja),korkeakoulututkinto ,http://www.tuijasundberg.com,1.7098878835,0.6989082721,-1.1986995173,Markkinaliberaalit
Tuomo Riihilahti,06 Hämeen vaalipiiri,16,Kansallinen Kokoomus,43,Kiinteistövälittäjä & LKV & julkinen kaupanvahvistaja,korkeakoulututkinto ,http://www.tuomoriihilahti.fi,1.7245000677,0.259192598,0.1954346618,Markkinaliberaalit
Kai Pöntinen,10 Vaasan vaalipiiri,103,Kansallinen Kokoomus,51,Yrittäjä,ammattitutkinto ,http://www.kaipontinen.fi,1.767633437,0.8378822627,-0.5350662819,Markkinaliberaalit
Arto Satonen,07 Pirkanmaan vaalipiiri,114,Kansallinen Kokoomus,48,Opettaja & yrittäjä,korkeakoulututkinto ,http://www.satonen.fi,1.7709801201,0.4365712539,-0.5572143463,Markkinaliberaalit
Pauli Järvenpää,04 Satakunnan vaalipiiri,91,Kansallinen Kokoomus,67,tutkimusjohtaja,korkeakoulututkinto ,http://www.paulijarvenpaa.com,1.7809452296,-0.370376324,-0.6214388606,Markkinaliberaalit
Alexander Stubb,02 Uudenmaan vaalipiiri,320,Kansallinen Kokoomus,47,Pääministeri,,http://www.alexstubb.com,1.8082834774,0.0360510575,-0.4791106709,Markkinaliberaalit
Kalle Helske,13 Lapin vaalipiiri,66,Kansallinen Kokoomus,41,Historian ja yhteiskuntaopin lehtori,korkeakoulututkinto ,http://kallehelske.omablogi.fi/,1.8094202032,1.035717632,-1.1159381065,Markkinaliberaalit
Aleksi JÄNTTI,07 Pirkanmaan vaalipiiri,102,Kansallinen Kokoomus,41,Yrittäjä,korkeakoulututkinto ,http://aleksijantti.fi/,1.8104117106,-0.1010209679,0.2363104723,Markkinaliberaalit
Jenna Hattunen,09 Savo-Karjalan vaalipiiri,111,Kansallinen Kokoomus,24,opiskelija & asianajoassistentti,ylioppilas ,http://www.jennahattunen.com,1.8146422865,-0.4419622601,-0.174583229,Markkinaliberaalit
Kati-Erika Timperi,11 Keski-Suomen vaalipiiri,44,Kansallinen Kokoomus,43,toiminnanjohtaja,korkeakoulututkinto ,http://www.kati-erika.fi,1.8170390697,0.9993784896,0.3625697766,Markkinaliberaalit
Eila Toikka,13 Lapin vaalipiiri,75,Kansallinen Kokoomus,57,Kanttori,korkeakoulututkinto ,http://eilatoikka.com,1.8184378463,0.0069788716,-1.0380904077,Markkinaliberaalit
Taija Hakola,10 Vaasan vaalipiiri,93,Kansallinen Kokoomus,67,kotitalousteknikko,ylioppilas ,https://www.facebook.com/HakolaTaija,1.8252890183,-0.0320391422,-0.0689022899,Markkinaliberaalit
Daniel Lahti,10 Vaasan vaalipiiri,100,Kansallinen Kokoomus,27,Puheenjohtaja,ylioppilas ,http://daniellahti.fi/,1.8379126621,-0.2879174693,-0.2618723307,Markkinaliberaalit
Arto Ojala,13 Lapin vaalipiiri,74,Kansallinen Kokoomus,70,Konsulttiyrittäjä,korkeakoulututkinto ,http://www.artoojala.fi,1.8583445936,-0.3977612707,-0.4936208793,Markkinaliberaalit
Leena Kostiainen,07 Pirkanmaan vaalipiiri,106,Kansallinen Kokoomus,48,apulaispormestari,korkeakoulututkinto ,http://www.leenakostiainen.fi,1.8629192157,-0.6031912546,-1.229398453,Markkinaliberaalit
Henrik Jeremias Vuornos,02 Uudenmaan vaalipiiri,326,Kansallinen Kokoomus,21,Kaupunginvaltuutettu & opiskelija,ylioppilas ,http://henrikvuornos.fi,1.8788958634,-0.8850080485,0.2219832293,Markkinaliberaalit
Kirsi Parhankangas,07 Pirkanmaan vaalipiiri,111,Kansallinen Kokoomus,47,Yrittäjä,ammattitutkinto ,http://kirsiparhankangas.fi,1.9167446791,-0.4105003049,0.1399181389,Markkinaliberaalit
Anna Helin,02 Uudenmaan vaalipiiri,299,Kansallinen Kokoomus,53,luokanopettaja,korkeakoulututkinto ,http://www.annahelin.fi,1.917735856,0.1590065881,-0.4499610504,Markkinaliberaalit
Ville Valkonen,03 Varsinais-Suomen vaalipiiri,29,Kansallinen Kokoomus,27,Talouspoliittinen sihteeri,korkeakoulututkinto ,http://villevalkonen.fi/,1.9340633873,-0.0933555964,-0.0606617561,Markkinaliberaalit
Juha Isosuo,06 Hämeen vaalipiiri,11,Kansallinen Kokoomus,57,apulaiskaupunginjohtaja,korkeakoulututkinto ,http://www.isosuo.fi,1.9476050731,-0.1042437167,-0.7040470018,Markkinaliberaalit
Lola  Wallinkoski,03 Varsinais-Suomen vaalipiiri,33,Kansallinen Kokoomus,37,yrittäjä & juontaja,peruskoulu ,http://www.lolawallinkoski.com,1.954596523,-0.2882803427,-0.8341510469,Markkinaliberaalit
Pekka Hacklin,13 Lapin vaalipiiri,64,Kansallinen Kokoomus,37,Insinööri (AMK),korkeakoulututkinto ,,1.9582006788,-0.9283714946,-0.1449177384,Markkinaliberaalit
Aleksi Kopponen,07 Pirkanmaan vaalipiiri,105,Kansallinen Kokoomus,31,Ohjelmistoalan yrittäjä,korkeakoulututkinto ,http://www.kopponen.fi,1.9667003318,0.4758463812,-0.1957488738,Markkinaliberaalit
Ari Konttas,02 Uudenmaan vaalipiiri,305,Kansallinen Kokoomus,52,maatalous- ja metsätieteiden maisteri & yrittäjä,korkeakoulututkinto ,http://www.arikonttas.fi,2.0435837898,1.0119798912,-0.5404351054,Markkinaliberaalit
Janne Heikkinen,12 Oulun vaalipiiri,97,Kansallinen Kokoomus,24,yhteiskuntatieteiden ylioppilas & opiskelija,ylioppilas ,http://www.janneheikkinen.fi,2.0654594233,1.0217256211,-0.2989065263,Markkinaliberaalit
Lauri Kattelus,03 Varsinais-Suomen vaalipiiri,23,Kansallinen Kokoomus,25,Juridinen avustaja,korkeakoulututkinto ,http://laurikattelus.fi/,2.0773741968,-1.032486898,0.7134786872,Markkinaliberaalit
Harri Jaskari,07 Pirkanmaan vaalipiiri,101,Kansallinen Kokoomus,50,Kansanedustaja,korkeakoulututkinto ,http://www.harrijaskari.fi,2.0816237948,0.0707084383,-0.0757782611,Markkinaliberaalit
Daniel Sazonov,01 Helsingin vaalipiiri,64,Kansallinen Kokoomus,22,Edunvalvonta-asiantuntija/Oikeustieteen ja tuotantotalouden opsikelija,ylioppilas ,http://www.danielsazonov.fi/,2.0904307698,-0.5008106316,0.3164143355,Markkinaliberaalit
