vaalipiiri;id;sukunimi;etunimi;puolue;ikä;sukupuoli;Ammatti;Koulutus;Talousoikeistolaisuus;Nationalismikonservatiivisuus;Arvoliberaalius;Segmentit
10 Vaasan vaalipiiri;5495;Ollikainen;Mikko;Suomen ruotsalainen kansanpuolue;37;M;Kasvatustieteiden maisteri;korkeakoulututkinto;1,31932877290939;,14255334672508;-,511954249951475;6
08 Kaakkois-Suomen vaalipiiri;6173;Olsson;Birgitta;Suomen ruotsalainen kansanpuolue;64;F;Talousjohtaja;korkeakoulututkinto; ; ; ; 
01 Helsingin vaalipiiri;5253;Peltomaa;Juho Jufo;Suomen ruotsalainen kansanpuolue;43;M;sarjayrittäjä;ylioppilas;1,3088794300144;-,870153521085384;,672155454837326;6
02 Uudenmaan vaalipiiri;5830;Portin;Mia;Suomen ruotsalainen kansanpuolue;31;F;Sosionomi AMK, kulttuurityöntekijä;korkeakoulututkinto;-,377465515463575;-1,41582096482339;-,0862985345855369;5
01 Helsingin vaalipiiri;4773;Rantala;Marcus;Suomen ruotsalainen kansanpuolue;37;M;valtiosihteeri;korkeakoulututkinto;1,65892126490889;-1,1795218289449;-,398518506612017;6
13 Lapin vaalipiiri;5624;Rantanen;Rhea;Suomen ruotsalainen kansanpuolue;26;F; ; ; ; ; ; 
12 Oulun vaalipiiri;4331;Rautakoski;Esko;Suomen ruotsalainen kansanpuolue;50;M;Biologian ja maantiedon lehtori;korkeakoulututkinto;,353771100676933;-,534052058412056;-,251987763218227;1
02 Uudenmaan vaalipiiri;5142;Rehn-Kivi;Veronica;Suomen ruotsalainen kansanpuolue;59;F; ; ;,762722722200896;-1,04253661523978;-1,14028898728611;1
03 Varsinais-Suomen vaalipiiri;5832;Schauman;Ida;Suomen ruotsalainen kansanpuolue;26;F;Förbundsordförande för Svensk Ungdom;korkeakoulututkinto;,936460294420657;-1,20522226631546;,351313170709834;6
12 Oulun vaalipiiri;6089;Seppä;Ida-Kajsa;Suomen ruotsalainen kansanpuolue;0;F; ; ; ; ; ; 
01 Helsingin vaalipiiri;5575;StorgÃ¥rd;Päivi;Suomen ruotsalainen kansanpuolue;49;F;vapaa toimittaja; ;,686827404569726;-1,42188788037038;-,0503820174954369;4
10 Vaasan vaalipiiri;6063;Strand;Joakim;Suomen ruotsalainen kansanpuolue;32;M;Kaupunginvaltuuston puheenjohtaja, International Operations Manager;korkeakoulututkinto;,535884488390587;,227354311932098;-,0115736681939918;1
02 Uudenmaan vaalipiiri;4963;Sundell;Pia-Lisa;Suomen ruotsalainen kansanpuolue;42;F;toiminnanjohtaja/verksamhetsledare;korkeakoulututkinto; ; ; ; 
01 Helsingin vaalipiiri;5290;Tcheng;Emma;Suomen ruotsalainen kansanpuolue;20;F;Valtiot.yo.;ylioppilas;1,40073746709005;-1,34391224906017;-,509292826669312;6
04 Satakunnan vaalipiiri;5441;Tigerstedt;Claes;Suomen ruotsalainen kansanpuolue;77;M;Merikapteeni.;korkeakoulututkinto;1,27093617834551;,535208878441531;-,745286792826966;6
10 Vaasan vaalipiiri;4735;Timonen;Marlen;Suomen ruotsalainen kansanpuolue;0;F;Verosihteeri;ammattitutkinto;,349560533756364;-,792022649574531;-1,07071410041823;1
03 Varsinais-Suomen vaalipiiri;4162;Wallin;Stefan;Suomen ruotsalainen kansanpuolue;47;M;Kansanedustaja;korkeakoulututkinto;1,25234697883074;-1,42851961884046;-,0141581530057933;6
01 Helsingin vaalipiiri;5014;Weckman;Sebastian;Suomen ruotsalainen kansanpuolue;37;M;Tiedotuspäällikkö ja kulttuurityöntekijä;korkeakoulututkinto; ; ; ; 
12 Oulun vaalipiiri;6091;Wentin;Anders;Suomen ruotsalainen kansanpuolue;0;M; ; ; ; ; ; 
02 Uudenmaan vaalipiiri;4339;Wickström;Henrik;Suomen ruotsalainen kansanpuolue;20;M; ; ;,35906686384553;-,207708282669735;-,502569116425355;1
10 Vaasan vaalipiiri;5471;Ã…strand;Bo-Göran;Suomen ruotsalainen kansanpuolue;50;M;Kyrkoherde;korkeakoulututkinto;-,0970593004547046;-1,52136664091376;-1,0982354734243;5
02 Uudenmaan vaalipiiri;5888;Ã–hman;Sten;Suomen ruotsalainen kansanpuolue;64;M;diplomingenjör, företagare, planläggningschef;korkeakoulututkinto;1,50033159382494;-1,47625812534164;-,544112333248812;6
04 Satakunnan vaalipiiri;5550;Ahokangas;Petri;Suomen Sosialidemokraattinen Puolue;32;M;Koneistaja;ammattitutkinto;-,510069387372313;-,574131087198131;-,340394779008588;5
07 Pirkanmaan vaalipiiri;5644;Ahonen;Jussi-Pekka;Suomen Sosialidemokraattinen Puolue;32;M;Nuorisotoimitsija;korkeakoulututkinto;-,68871321204127;,377395960719884;-1,3513347450408;5
12 Oulun vaalipiiri;5144;Alasalmi;Asko;Suomen Sosialidemokraattinen Puolue;30;M;Huoltomies;ylioppilas;-,157749824886345;1,44182889905072;-,735441842496933;2
06 Hämeen vaalipiiri;4254;Alijärvi;Pirjo;Suomen Sosialidemokraattinen Puolue;44;F;Ohjelmakoordinaattori;korkeakoulututkinto;-,895765897644752;-,273939777292698;-,736882414550421;5
01 Helsingin vaalipiiri;4315;Arajärvi;Pentti;Suomen Sosialidemokraattinen Puolue;66;M;professori;korkeakoulututkinto;-1,20844092773657;-1,41599112051861;-,737438187337743;3
07 Pirkanmaan vaalipiiri;5996;Asell;Marko;Suomen Sosialidemokraattinen Puolue;44;M;Valmentaja;korkeakoulututkinto;-,239794557747374;,72058841532917;-,623320190129931;1
08 Kaakkois-Suomen vaalipiiri;5466;Backman;Jouni;Suomen Sosialidemokraattinen Puolue;55;M;Kansanedustaja;ylioppilas;-1,30836576133413;-,648013007439918;-,115037300101162;3
02 Uudenmaan vaalipiiri;4577;Baltzar;Veijo;Suomen Sosialidemokraattinen Puolue;72;M;kulttuurineuvos, kirjailija, näytelmäkirjailija, kuvataiteilija, teatteriohjaaja, runoilija, vaikuttaja; ; ; ; ; 
03 Varsinais-Suomen vaalipiiri;5700;Baran;Nelli;Suomen Sosialidemokraattinen Puolue;30;F; ;korkeakoulututkinto;,200793195433696;-,517299694805274;-,248111625977027;5
10 Vaasan vaalipiiri;4496;Berg;Kim;Suomen Sosialidemokraattinen Puolue;40;M;Röntgenhoitaja, pääluottamusmies;korkeakoulututkinto;-,563716797531315;,082739931252629;-1,05639952256053;5
02 Uudenmaan vaalipiiri;4634;Bruun;Susanna;Suomen Sosialidemokraattinen Puolue;31;F;Työterveyshuollon ja työpaikkakassojen tarkastaja;korkeakoulututkinto;-,546543336960054;-,92152145193915;-,219277463605951;5
02 Uudenmaan vaalipiiri;5920;Bryggare;Arto;Suomen Sosialidemokraattinen Puolue;57;M; ;korkeakoulututkinto;,080652635459838;-,250930175361492;-,594247920090434;5
01 Helsingin vaalipiiri;5560;CastÃ©n;Nina;Suomen Sosialidemokraattinen Puolue;31;F;toiminnanjohtaja (luovan kulttuurin yhdistys Drom ry);korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5438;Eklund;Tarja;Suomen Sosialidemokraattinen Puolue;58;F;Leipomotyöntekijä;peruskoulu;-1,1152638919808;-,645612863359389;-1,13155097002188;5
03 Varsinais-Suomen vaalipiiri;4887;Eloranta;Eeva-Johanna;Suomen Sosialidemokraattinen Puolue;48;F;Valtiotieteen maisteri;korkeakoulututkinto;-1,06193250834263;-,640275883078907;-1,11813833760036;5
02 Uudenmaan vaalipiiri;4283;Feldt-Ranta;Maarit;Suomen Sosialidemokraattinen Puolue;46;F;Kansanedustaja;ylioppilas; ; ; ; 
06 Hämeen vaalipiiri;4741;Filatov;Tarja;Suomen Sosialidemokraattinen Puolue;51;F;Kansanedustaja; ;-1,10276255182655;-,791577591504924;-,33732372753621;5
10 Vaasan vaalipiiri;4670;Frostdahl;Steven;Suomen Sosialidemokraattinen Puolue;41;M;Verksamhetsledare;korkeakoulututkinto;-,587110554006239;-1,17687731199701;-,925750567810751;5
07 Pirkanmaan vaalipiiri;5517;Gustafsson;Jukka;Suomen Sosialidemokraattinen Puolue;68;M;kansanedustaja;korkeakoulututkinto;-1,19882934268049;-,0683951375196136;-,019664718124858;5
02 Uudenmaan vaalipiiri;4858;Guzenina;Maria;Suomen Sosialidemokraattinen Puolue;46;F; ; ; ; ; ; 
01 Helsingin vaalipiiri;5777;Haatainen;Tuula;Suomen Sosialidemokraattinen Puolue;55;F;sairaanhoitaja, valtiotieteen maisteri;korkeakoulututkinto; ; ; ; 
09 Savo-Karjalan vaalipiiri;4396;Hahtala;Mia;Suomen Sosialidemokraattinen Puolue;42;F;Hoitotyön lehtori;korkeakoulututkinto;-,988284643177807;-1,1200808442784;-,290388195080588;5
12 Oulun vaalipiiri;4884;Halonen;Sari;Suomen Sosialidemokraattinen Puolue;48;F;Vanhempi asiantuntija;korkeakoulututkinto;-,448080086468583;-,246375433926901;-,335851974012955;5
02 Uudenmaan vaalipiiri;5572;Harakka;Timo;Suomen Sosialidemokraattinen Puolue;52;M;toimittaja, kirjailija;korkeakoulututkinto;-,326076565582473;-1,30632728436259;,942128009326878;4
08 Kaakkois-Suomen vaalipiiri;4591;Harjumaaskola;Jarkko;Suomen Sosialidemokraattinen Puolue;46;M;kirvesmies, alueyksikön luottamusmmies, Kaakkois-Suomi Lujatalo Oy;ammattitutkinto;,112224954283067;,665718526664438;-,916363286780152;2
09 Savo-Karjalan vaalipiiri;5165;Hartikainen;Pentti;Suomen Sosialidemokraattinen Puolue;52;M;Työympäristösihhteeri;joku muu;-,182404450800211;,259263496346798;-,463875262681279;1
09 Savo-Karjalan vaalipiiri;4655;Haverinen;Timo;Suomen Sosialidemokraattinen Puolue;50;M;aluetoimitsija;ammattitutkinto;-,768896591700552;-,151958770491422;-,088478122765577;5
04 Satakunnan vaalipiiri;5954;Heino;Mirva;Suomen Sosialidemokraattinen Puolue;0;F; ; ; ; ; ; 
01 Helsingin vaalipiiri;4368;Heinäluoma;Eero;Suomen Sosialidemokraattinen Puolue;59;M;Kansanedustaja;ylioppilas; ; ; ; 
12 Oulun vaalipiiri;5135;Heiskanen;Miikka-Aukusti;Suomen Sosialidemokraattinen Puolue;27;M;Viestinnän opiskelija; ;-,571802028098858;-,00861730201163475;-,0262019213804432;5
08 Kaakkois-Suomen vaalipiiri;4606;Helminen;Harri;Suomen Sosialidemokraattinen Puolue;59;M;työsuojeluasioden projektityöntekijä;peruskoulu; ; ; ; 
04 Satakunnan vaalipiiri;4766;Hermo;Harri;Suomen Sosialidemokraattinen Puolue;57;M;Erityisopettaja, yrittäjä;korkeakoulututkinto;,610678225042116;,222718026550673;-,403008742095027;1
06 Hämeen vaalipiiri;4361;HildÃ©n;Sirkku;Suomen Sosialidemokraattinen Puolue;38;F;Terveydenhoitaja;korkeakoulututkinto;-1,0161064032151;-1,00830636339814;-,589450048010607;5
13 Lapin vaalipiiri;5264;Hiltunen;Seija;Suomen Sosialidemokraattinen Puolue;58;F;sosiaalityöntekijä;korkeakoulututkinto;-1,08375050906765;-1,07433313857461;,554525780759729;3
12 Oulun vaalipiiri;4689;Hokkanen;Inka;Suomen Sosialidemokraattinen Puolue;28;F;Myyntineuvottelija;ylioppilas; ; ; ; 
08 Kaakkois-Suomen vaalipiiri;5243;Honkimaa;Joonas;Suomen Sosialidemokraattinen Puolue;25;M; ;korkeakoulututkinto;-1,23454591076279;,019385420009692;,357043343860369;3
13 Lapin vaalipiiri;6129;Huhtamella;Valtteri;Suomen Sosialidemokraattinen Puolue;0;M; ; ; ; ; ; 
09 Savo-Karjalan vaalipiiri;5604;Huohvanainen;Mari;Suomen Sosialidemokraattinen Puolue;39;F;Laborantti;ammattitutkinto;-,258852435275231;,0492753408500053;-,261966467070309;5
11 Keski-Suomen vaalipiiri;5528;Huovinen;Susanna;Suomen Sosialidemokraattinen Puolue;42;F;kansanedustaja, peruspalveluministeri;korkeakoulututkinto;-1,48179084389931;-1,21104037494615;-,408443420844799;3
11 Keski-Suomen vaalipiiri;4987;Huumonen;Hanna;Suomen Sosialidemokraattinen Puolue;26;F;Ryhmäliikuntaohjaaja;korkeakoulututkinto;-1,0922763304104;-1,36421103581035;-,428870029393403;3
03 Varsinais-Suomen vaalipiiri;4908;Hällfors-Laaksonen;Tuula;Suomen Sosialidemokraattinen Puolue;52;F;Vakuutussihteeri / sairaanhoitaja; ; ; ; ; 
11 Keski-Suomen vaalipiiri;4399;Hämäläinen;Jukka;Suomen Sosialidemokraattinen Puolue;48;M;Linja-autonkuljettaja;ammattitutkinto;-,315276256025765;,344829177284301;-,545821124801868;1
11 Keski-Suomen vaalipiiri;4690;Ihalainen;Lauri;Suomen Sosialidemokraattinen Puolue;67;M;kansanedustaja, työministeri;ammattitutkinto;-,465023416062429;-,677983526961584;-,661615673456014;5
12 Oulun vaalipiiri;5398;Iivonen;Päivi;Suomen Sosialidemokraattinen Puolue;27;F;Asiantuntija ja pienyrittäjä;korkeakoulututkinto;-,368481398962216;,58680866170105;-,193346818056672;5
09 Savo-Karjalan vaalipiiri;4733;Ikonen;Jaakko Antero;Suomen Sosialidemokraattinen Puolue;32;M;lakimies;korkeakoulututkinto;,38041127546817;,196063520605573;-,986438293996862;2
04 Satakunnan vaalipiiri;4434;Iltanen;Marko;Suomen Sosialidemokraattinen Puolue;34;M;Pääluottamusmies;ammattitutkinto;-,51029215230573;-,350605078726874;,00895248015447003;5
01 Helsingin vaalipiiri;4772;Jalovaara;Ville;Suomen Sosialidemokraattinen Puolue;39;M;Dosentti, historiantutkija;korkeakoulututkinto;-1,01481819095882;,0675887565956464;-,957500293444392;5
13 Lapin vaalipiiri;5481;Jussila;Janne;Suomen Sosialidemokraattinen Puolue;40;M;Metallimies;ammattitutkinto;-,312396425708875;,843667203794475;-,376912616297486;2
10 Vaasan vaalipiiri;5480;Juurakko;Joanna;Suomen Sosialidemokraattinen Puolue;36;F;Työpajakoordinaattori;korkeakoulututkinto; ; ; ; 
08 Kaakkois-Suomen vaalipiiri;4945;Järnstedt;Teppo;Suomen Sosialidemokraattinen Puolue;32;M;Konduktööri;ammattitutkinto;-,99348420991639;-,753982642650996;-,847943269747322;5
07 Pirkanmaan vaalipiiri;5437;Järvinen;Hannu;Suomen Sosialidemokraattinen Puolue;46;M;Trukinkuljettaja, pääluottamusmies;ammattitutkinto; ; ; ; 
03 Varsinais-Suomen vaalipiiri;4854;Järvinen;Jere;Suomen Sosialidemokraattinen Puolue;42;M;Nuoriso-ohjaaja;ammattitutkinto;-,579042549562537;-,603231382555897;,52646304619186;4
01 Helsingin vaalipiiri;4281;Järvinen;Jukka;Suomen Sosialidemokraattinen Puolue;50;M;Päihdetyöntekijä,EX-Ammattinyrkkeilijä,Sosionomi-opiskelija;ammattitutkinto;-,299995943346541;-,433087308097234;-,344356583836323;5
07 Pirkanmaan vaalipiiri;5995;Kaleva;Keijo;Suomen Sosialidemokraattinen Puolue;66;M;Neuvottelupäällikkö,eläkkeellä;ammattitutkinto;-,775510991786899;-,227306598084867;-,88327655861455;5
03 Varsinais-Suomen vaalipiiri;4266;Kallio;Nina;Suomen Sosialidemokraattinen Puolue;48;F;Teho-osaston apulaisosastonhoitaja;korkeakoulututkinto;-,416684273710791;-,225786971493717;-,904615082085192;5
10 Vaasan vaalipiiri;6214;Kandolin;Kirsi;Suomen Sosialidemokraattinen Puolue;45;F;yksikönjohtaja/erityisopettaja;joku muu; ; ; ; 
02 Uudenmaan vaalipiiri;5052;Kanerva;Pasi;Suomen Sosialidemokraattinen Puolue;46;M;Tekninen isännöitsijä;korkeakoulututkinto;-,223548612517711;,599002224071596;-,0659210119916895;1
03 Varsinais-Suomen vaalipiiri;4505;Kantola;Ilkka;Suomen Sosialidemokraattinen Puolue;57;M;kansanedustaja, johtaja;korkeakoulututkinto;-,684946957454249;-,615605845456561;-,604151635903871;5
06 Hämeen vaalipiiri;5460;Kari;Mika;Suomen Sosialidemokraattinen Puolue;47;M;kansanedustaja;korkeakoulututkinto;-,94819596624223;-,279252222254231;-,0788167762604117;5
07 Pirkanmaan vaalipiiri;5444;Karisma;Petri;Suomen Sosialidemokraattinen Puolue;47;M;Opettaja;korkeakoulututkinto;1,44380460480803;,58484093477484;-,219020446460724;6
02 Uudenmaan vaalipiiri;5683;Karjalainen;Anne;Suomen Sosialidemokraattinen Puolue;44;F;rehtori;korkeakoulututkinto; ; ; ; 
06 Hämeen vaalipiiri;5140;Karjalainen;Pasi;Suomen Sosialidemokraattinen Puolue;37;M;Putkilinjanhoitaja;peruskoulu;-,186060446727278;,295112995333803;-,513688666969685;5
02 Uudenmaan vaalipiiri;4401;Karlsson;Anette;Suomen Sosialidemokraattinen Puolue;26;F;Sosionomi;korkeakoulututkinto;-,800084658154645;-,475402013678214;-,242715093416867;5
06 Hämeen vaalipiiri;5356;Kiemunki;Iisakki;Suomen Sosialidemokraattinen Puolue;37;M;toimittaja;korkeakoulututkinto;-,136235651397714;,103410416867077;,0448376494574306;5
08 Kaakkois-Suomen vaalipiiri;4709;Kiljunen;Anneli;Suomen Sosialidemokraattinen Puolue;57;F;kansanedustaja;korkeakoulututkinto;-,932075379905098;-,508659171209006;-1,0597438663781;5
12 Oulun vaalipiiri;5534;Kiljunen;Ella;Suomen Sosialidemokraattinen Puolue;57;F;osastonsihteeri/pääluottamusmies;ammattitutkinto; ; ; ; 
02 Uudenmaan vaalipiiri;4845;Kiljunen;Kimmo;Suomen Sosialidemokraattinen Puolue;63;M;rauhanvälityksen erityisedustaja;korkeakoulututkinto; ; ; ; 
11 Keski-Suomen vaalipiiri;4776;Kinnunen;Raisa;Suomen Sosialidemokraattinen Puolue;48;F;sovellusasiantuntija;korkeakoulututkinto;-,655785181145964;,165000901144348;-,802351110761898;5
04 Satakunnan vaalipiiri;5962;Kiuru;Krista;Suomen Sosialidemokraattinen Puolue;0;F; ; ; ; ; ; 
07 Pirkanmaan vaalipiiri;5111;Kivelä;Pasi;Suomen Sosialidemokraattinen Puolue;39;M;Ravintoloitsija;ammattitutkinto;,607440644674247;-,0893524048208068;,777020838940085;4
03 Varsinais-Suomen vaalipiiri;5626;Koivusalo;Mari-Elina;Suomen Sosialidemokraattinen Puolue;28;F;Eduskuntaryhmän ryhmäavustaja;ylioppilas;-,875818329112942;,151939690454141;-,736041832377168;5
02 Uudenmaan vaalipiiri;5607;Korpi;Marianne;Suomen Sosialidemokraattinen Puolue;48;F;"Erikoissairaanhoitaja ;psykiatrinen,sisätautikirurginen(AMK), alueelinen kehittäminen ja johtaminen ( YAMK 2015), Liiketalouden erikoistumisopinnot ( 2007)"; ; ; ; ; 
09 Savo-Karjalan vaalipiiri;6032;Kosunen;Jaakko;Suomen Sosialidemokraattinen Puolue;59;M;Opettaja;korkeakoulututkinto;-,206709054842229;-,452677350991797;-,213895966892515;5
09 Savo-Karjalan vaalipiiri;6031;Kotimäki;Jukka;Suomen Sosialidemokraattinen Puolue;59;M;Lakimies/OTM, yleinen edunvalvoja; ;-,603469913767255;,19791778536433;-1,6240001480076;5
02 Uudenmaan vaalipiiri;4739;Kukkola;Jussi;Suomen Sosialidemokraattinen Puolue;21;M;Liiketalousopiskelija;ylioppilas;-,924125941568087;,118649458169392;-1,04607370561836;5
03 Varsinais-Suomen vaalipiiri;4758;Kurvinen;Kyösti;Suomen Sosialidemokraattinen Puolue;40;M;Liikunnan lehtori;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5752;Kuusisto;Merja;Suomen Sosialidemokraattinen Puolue;60;F;kansanedustaja, erikoissairaanhoitaja;joku muu; ; ; ; 
12 Oulun vaalipiiri;5569;KylÃ©n;Henri;Suomen Sosialidemokraattinen Puolue;27;M;Sähköisen liiketoiminnan päällikkö;ammattitutkinto;-,853681985620285;,0362755982157057;,245618789159787;5
08 Kaakkois-Suomen vaalipiiri;5756;Kymäläinen;Suna;Suomen Sosialidemokraattinen Puolue;38;F;kansanedustaja;ammattitutkinto;-,626671010632482;-,071607775443838;-,383603341482734;5
02 Uudenmaan vaalipiiri;4903;Kähärä;Sirkka-Liisa;Suomen Sosialidemokraattinen Puolue;50;F;Sairaanhoitaja;ammattitutkinto;-,591543482874344;-,882838702992705;-1,16721565894612;5
08 Kaakkois-Suomen vaalipiiri;4700;Kärnä;Jukka;Suomen Sosialidemokraattinen Puolue;59;M;kansanedustaja/ SAK aluejohtaja;ammattitutkinto;-,795814645310581;-,104030770698099;-1,54496412435691;5
04 Satakunnan vaalipiiri;5641;Lahti;Petteri;Suomen Sosialidemokraattinen Puolue;40;M;Juniorijääkiekkoseuran yhteyspäällikkö;korkeakoulututkinto;-1,18800426818478;-,813171599668773;-,474269358278886;3
07 Pirkanmaan vaalipiiri;5061;Laine;Hanna;Suomen Sosialidemokraattinen Puolue;42;F;lähihoitaja;ammattitutkinto;-,944579387663951;,117546311490407;-,561201868846422;5
01 Helsingin vaalipiiri;4280;Laisaari;Johanna;Suomen Sosialidemokraattinen Puolue;41;F;Lastensuojelun lakimies;korkeakoulututkinto;-,0559691131180516;-,881764164864276;-,0530661773633161;4
13 Lapin vaalipiiri;4278;Lappalainen;Timo;Suomen Sosialidemokraattinen Puolue;61;M;Mielenterveyshoitaja;ammattitutkinto;-,893619236645132;,573216666783802;,49804649186655;5
03 Varsinais-Suomen vaalipiiri;5410;Laulumaa;Janne;Suomen Sosialidemokraattinen Puolue;38;M;Elektroniikkatyöntekijä/Pääluottamusmies;ylioppilas;-,767859535926287;,136900726976552;-,364278794506322;5
06 Hämeen vaalipiiri;4633;Lehtimäki;Kirsi-Maarit;Suomen Sosialidemokraattinen Puolue;48;F;Sairaanhoitaja AMK;korkeakoulututkinto;-,530750356064999;-,686270521816104;-,104331211984332;5
10 Vaasan vaalipiiri;6067;Lepistö;Janina;Suomen Sosialidemokraattinen Puolue;0; ; ; ; ; ; ; 
06 Hämeen vaalipiiri;5527;Lepola;Kaisa;Suomen Sosialidemokraattinen Puolue;37;F;Sosiaalihuollon kehittämispäällikkö;korkeakoulututkinto;-,624895975489354;-,486616383327483;-,863985745158164;5
02 Uudenmaan vaalipiiri;5743;Lepolahti;Harri;Suomen Sosialidemokraattinen Puolue;50;M;kihlakunnanulosottomies;korkeakoulututkinto;-1,24083820293396;-,473584385713537;-,326083252939673;5
04 Satakunnan vaalipiiri;4956;Leppikorpi;Kalle;Suomen Sosialidemokraattinen Puolue;32;M;Myymälävartija;ammattitutkinto;-,143299298270914;,392913936314727;-,721546885062831;1
10 Vaasan vaalipiiri;4989;Lester;Päivi;Suomen Sosialidemokraattinen Puolue;35;F;Talousvastaava;korkeakoulututkinto; ; ; ; 
13 Lapin vaalipiiri;6121;Lihtkivi;Vahur;Suomen Sosialidemokraattinen Puolue;45;M;Linja-autonkuljettaja;ammattitutkinto;-,820510165939413;-,806072991835895;-,233585601148652;5
11 Keski-Suomen vaalipiiri;6075;Liikanen;Arto;Suomen Sosialidemokraattinen Puolue;52;M;Metallimies;ammattitutkinto;-,312409214866127;-,0253732272090222;-1,15915061230645;5
13 Lapin vaalipiiri;4289;liikkanen;antti;Suomen Sosialidemokraattinen Puolue;68;M;erikoilslääkäri (psykiatria);korkeakoulututkinto;-,30088378449341;-,526862389633314;-,308436209937507;5
02 Uudenmaan vaalipiiri;5019;Lindtman;Antti;Suomen Sosialidemokraattinen Puolue;32;M;kansanedustaja;ylioppilas;-,447115997691192;-,279418857914187;-,770744554337252;5
06 Hämeen vaalipiiri;5524;Lintonen;Minna;Suomen Sosialidemokraattinen Puolue;52;F;Rehtori;korkeakoulututkinto; ; ; ; 
01 Helsingin vaalipiiri;4411;Lipponen;Päivi;Suomen Sosialidemokraattinen Puolue;47;F;Kansanedustaja, historian opettaja;korkeakoulututkinto;-,494193970240425;-,124018579051313;-1,07610682985149;5
07 Pirkanmaan vaalipiiri;4650;Loukaskorpi;Johanna;Suomen Sosialidemokraattinen Puolue;40;F;äidinkielen ja kirjallisuuden lehtori; ;,0201028143587538;-1,0251328678838;-,355984898931546;5
01 Helsingin vaalipiiri;4387;LovÃ©n;Jape;Suomen Sosialidemokraattinen Puolue;41;M;Ahtaaja;peruskoulu;-,742515492561033;-,372144996610615;-,812235160811197;5
02 Uudenmaan vaalipiiri;5507;Läntinen;Tommi;Suomen Sosialidemokraattinen Puolue;55;M;Muusikko - yrittäjä;ylioppilas;,315887622905253;-,676097471416232;-,24893407430545;4
03 Varsinais-Suomen vaalipiiri;4955;Maaskola;Mika;Suomen Sosialidemokraattinen Puolue;48;M;mittarikorjaaja;ammattitutkinto;-,82065245120909;,0812653142689596;-,43142451140689;5
11 Keski-Suomen vaalipiiri;5770;Manni;Juha;Suomen Sosialidemokraattinen Puolue;35;M;sähköasentaja;ammattitutkinto;,0956346848531349;,997404692589904;-,311168537294455;1
10 Vaasan vaalipiiri;5590;Mantere;Otto;Suomen Sosialidemokraattinen Puolue;22;M; ;ylioppilas; ; ; ; 
07 Pirkanmaan vaalipiiri;5656;Marin;Sanna;Suomen Sosialidemokraattinen Puolue;29;F; ;korkeakoulututkinto;-,794957063813549;-,357795367339861;-,102093067309226;5
09 Savo-Karjalan vaalipiiri;4476;Marjeta;Ari;Suomen Sosialidemokraattinen Puolue;55;M;Perhekotiyrittäjä, pastori;korkeakoulututkinto;-,223878700297375;-,863500672652423;-,367033966021634;5
09 Savo-Karjalan vaalipiiri;4462;Martiskin;Jouni;Suomen Sosialidemokraattinen Puolue;49;M;Tullitarkastaja;korkeakoulututkinto;-1,38760920256717;,221178321737754;-,492901748736297;3
